RECID,XMLRECORD
625,"<row id=""625"" xml:space=""preserve""><c1>C100625</c1><c2>Aurore</c2><c3>Renard</c3><c5>59, avenue de Rocher</c5><c7>Brun</c7><c8>36122</c8><c31>20170206</c31><c48>TN0000625</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
626,"<row id=""626"" xml:space=""preserve""><c1>C100626</c1><c2>Aurélie</c2><c3>Guillet</c3><c5>31, rue de Collet</c5><c7>Weber</c7><c8>47945</c8><c31>20240119</c31><c48>TN0000626</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
627,"<row id=""627"" xml:space=""preserve""><c1>C100627</c1><c2>Laetitia</c2><c3>Blanchard</c3><c5>161, chemin de Monnier</c5><c7>Bousquet</c7><c8>87196</c8><c31>20140223</c31><c48>TN0000627</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
628,"<row id=""628"" xml:space=""preserve""><c1>C100628</c1><c2>Dominique</c2><c3>Georges</c3><c5>6, avenue Lejeune</c5><c7>Le Gall-sur-Delorme</c7><c8>23951</c8><c31>20241227</c31><c48>TN0000628</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
629,"<row id=""629"" xml:space=""preserve""><c1>C100629</c1><c2>Guillaume</c2><c3>Meyer</c3><c5>65, rue de Munoz</c5><c7>Hamel</c7><c8>22561</c8><c31>20230424</c31><c48>TN0000629</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
630,"<row id=""630"" xml:space=""preserve""><c1>C100630</c1><c2>Anouk</c2><c3>Perez</c3><c5>335, boulevard de Bouvet</c5><c7>Saint ChristineVille</c7><c8>30123</c8><c31>20071224</c31><c48>TN0000630</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
631,"<row id=""631"" xml:space=""preserve""><c1>C100631</c1><c2>Augustin</c2><c3>Lenoir</c3><c5>3, chemin Moreau</c5><c7>Rodriguez</c7><c8>37113</c8><c31>20221203</c31><c48>TN0000631</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
632,"<row id=""632"" xml:space=""preserve""><c1>C100632</c1><c2>Thibault</c2><c3>Gautier</c3><c5>72, rue de Payet</c5><c7>Poulaindan</c7><c8>37175</c8><c31>20111201</c31><c48>TN0000632</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
633,"<row id=""633"" xml:space=""preserve""><c1>C100633</c1><c2>Margaret</c2><c3>Guilbert</c3><c5>chemin de Lecoq</c5><c7>Brun-sur-Humbert</c7><c8>11237</c8><c31>20220408</c31><c48>TN0000633</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
634,"<row id=""634"" xml:space=""preserve""><c1>C100634</c1><c2>Lucas</c2><c3>Colin</c3><c5>57, rue Andrée Charrier</c5><c7>François</c7><c8>16545</c8><c31>20110509</c31><c48>TN0000634</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
635,"<row id=""635"" xml:space=""preserve""><c1>C100635</c1><c2>Claudine</c2><c3>Dupuy</c3><c5>12, avenue Jérôme Pichon</c5><c7>Lemoine-sur-Roussel</c7><c8>71487</c8><c31>20141208</c31><c48>TN0000635</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
636,"<row id=""636"" xml:space=""preserve""><c1>C100636</c1><c2>Adélaïde</c2><c3>Gay</c3><c5>91, rue de Benoit</c5><c7>De SousaBourg</c7><c8>52208</c8><c31>20230822</c31><c48>TN0000636</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
637,"<row id=""637"" xml:space=""preserve""><c1>C100637</c1><c2>Capucine</c2><c3>Gros</c3><c5>97, rue de Toussaint</c5><c7>Gosselin</c7><c8>89964</c8><c31>20160916</c31><c48>TN0000637</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
638,"<row id=""638"" xml:space=""preserve""><c1>C100638</c1><c2>Noémi</c2><c3>Roussel</c3><c5>5, rue Emmanuel Deschamps</c5><c7>Saint Franck</c7><c8>50981</c8><c31>20160513</c31><c48>TN0000638</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
639,"<row id=""639"" xml:space=""preserve""><c1>C100639</c1><c2>Julie</c2><c3>Jacquot</c3><c5>7, avenue Wagner</c5><c7>Clément</c7><c8>17248</c8><c31>20250720</c31><c48>TN0000639</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
640,"<row id=""640"" xml:space=""preserve""><c1>C100640</c1><c2>Claudine</c2><c3>Grenier</c3><c5>84, boulevard Gillet</c5><c7>Jacquot</c7><c8>03101</c8><c31>20160606</c31><c48>TN0000640</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
641,"<row id=""641"" xml:space=""preserve""><c1>C100641</c1><c2>Astrid</c2><c3>Lefèvre</c3><c5>20, avenue Constance Gérard</c5><c7>Saint Sylvie-sur-Mer</c7><c8>53281</c8><c31>20060411</c31><c48>TN0000641</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
642,"<row id=""642"" xml:space=""preserve""><c1>C100642</c1><c2>Édith</c2><c3>Munoz</c3><c5>19, avenue Laine</c5><c7>Buisson</c7><c8>89767</c8><c31>20130928</c31><c48>TN0000642</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
643,"<row id=""643"" xml:space=""preserve""><c1>C100643</c1><c2>Émile</c2><c3>Bonnet</c3><c5>414, rue de Rousseau</c5><c7>Sainte Monique</c7><c8>08704</c8><c31>20101123</c31><c48>TN0000643</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
644,"<row id=""644"" xml:space=""preserve""><c1>C100644</c1><c2>Henri</c2><c3>Chauvin</c3><c5>962, boulevard Lambert</c5><c7>Sainte MargueriteBourg</c7><c8>08652</c8><c31>20260201</c31><c48>TN0000644</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
645,"<row id=""645"" xml:space=""preserve""><c1>C100645</c1><c2>Julien</c2><c3>Denis</c3><c5>706, rue de Dupré</c5><c7>Saint Bertrand</c7><c8>63676</c8><c31>20160130</c31><c48>TN0000645</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
646,"<row id=""646"" xml:space=""preserve""><c1>C100646</c1><c2>Anouk</c2><c3>Leroy</c3><c5>454, chemin de Aubert</c5><c7>Saint Raymond-les-Bains</c7><c8>63394</c8><c31>20110810</c31><c48>TN0000646</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
647,"<row id=""647"" xml:space=""preserve""><c1>C100647</c1><c2>Henri</c2><c3>Roche</c3><c5>chemin de Lemonnier</c5><c7>Saint Simone</c7><c8>97349</c8><c31>20130509</c31><c48>TN0000647</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
648,"<row id=""648"" xml:space=""preserve""><c1>C100648</c1><c2>Aurélie</c2><c3>Grégoire</c3><c5>boulevard Alves</c5><c7>Millet</c7><c8>93651</c8><c31>20180611</c31><c48>TN0000648</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
649,"<row id=""649"" xml:space=""preserve""><c1>C100649</c1><c2>Alexandria</c2><c3>Gautier</c3><c5>2, boulevard de Gilles</c5><c7>Tanguy</c7><c8>35664</c8><c31>20160329</c31><c48>TN0000649</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
650,"<row id=""650"" xml:space=""preserve""><c1>C100650</c1><c2>Marguerite</c2><c3>Vallet</c3><c5>rue Lévy</c5><c7>Saint Élisabeth</c7><c8>08364</c8><c31>20200317</c31><c48>TN0000650</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
651,"<row id=""651"" xml:space=""preserve""><c1>C100651</c1><c2>Odette</c2><c3>Marin</c3><c5>74, chemin Navarro</c5><c7>FrançoisBourg</c7><c8>73997</c8><c31>20240219</c31><c48>TN0000651</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
652,"<row id=""652"" xml:space=""preserve""><c1>C100652</c1><c2>Emmanuel</c2><c3>Fabre</c3><c5>16, rue Leblanc</c5><c7>Sainte JulesVille</c7><c8>20674</c8><c31>20070702</c31><c48>TN0000652</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
653,"<row id=""653"" xml:space=""preserve""><c1>C100653</c1><c2>Arnaude</c2><c3>Nicolas</c3><c5>65, rue Torres</c5><c7>Sainte Bernadettenec</c7><c8>07499</c8><c31>20130106</c31><c48>TN0000653</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
654,"<row id=""654"" xml:space=""preserve""><c1>C100654</c1><c2>Margot</c2><c3>Lebreton</c3><c5>9, chemin Maggie Lecoq</c5><c7>Mahe-la-Forêt</c7><c8>17319</c8><c31>20080824</c31><c48>TN0000654</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
655,"<row id=""655"" xml:space=""preserve""><c1>C100655</c1><c2>Audrey</c2><c3>Chauveau</c3><c5>68, rue Guillon</c5><c7>ReyBourg</c7><c8>30735</c8><c31>20061222</c31><c48>TN0000655</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
656,"<row id=""656"" xml:space=""preserve""><c1>C100656</c1><c2>Christelle</c2><c3>Collin</c3><c5>84, rue Dorothée Carpentier</c5><c7>Michaud</c7><c8>90332</c8><c31>20230424</c31><c48>TN0000656</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
657,"<row id=""657"" xml:space=""preserve""><c1>C100657</c1><c2>Margaud</c2><c3>Georges</c3><c5>153, avenue Bourdon</c5><c7>Poulain-sur-Mer</c7><c8>72707</c8><c31>20090204</c31><c48>TN0000657</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
658,"<row id=""658"" xml:space=""preserve""><c1>C100658</c1><c2>Olivier</c2><c3>Blanc</c3><c5>avenue Nicole Bruneau</c5><c7>Salmon-la-Forêt</c7><c8>23569</c8><c31>20080405</c31><c48>TN0000658</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
659,"<row id=""659"" xml:space=""preserve""><c1>C100659</c1><c2>Dominique</c2><c3>Bouvet</c3><c5>rue Joséphine Normand</c5><c7>Bernierdan</c7><c8>56416</c8><c31>20150118</c31><c48>TN0000659</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
660,"<row id=""660"" xml:space=""preserve""><c1>C100660</c1><c2>Guillaume</c2><c3>Barre</c3><c5>91, boulevard de Blanchet</c5><c7>Ferreira-sur-Riou</c7><c8>12752</c8><c31>20150703</c31><c48>TN0000660</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
661,"<row id=""661"" xml:space=""preserve""><c1>C100661</c1><c2>Gilbert</c2><c3>Guérin</c3><c5>76, rue Théodore Collin</c5><c7>Guillet</c7><c8>52112</c8><c31>20241013</c31><c48>TN0000661</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
662,"<row id=""662"" xml:space=""preserve""><c1>C100662</c1><c2>Édith</c2><c3>Grégoire</c3><c5>4, rue Collet</c5><c7>Menard-sur-Guérin</c7><c8>55761</c8><c31>20111128</c31><c48>TN0000662</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
663,"<row id=""663"" xml:space=""preserve""><c1>C100663</c1><c2>Valentine</c2><c3>Ollivier</c3><c5>17, rue Margaud Bazin</c5><c7>Gonzalez</c7><c8>65729</c8><c31>20230616</c31><c48>TN0000663</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
664,"<row id=""664"" xml:space=""preserve""><c1>C100664</c1><c2>Capucine</c2><c3>Jacquot</c3><c5>4, rue Benoit</c5><c7>Saint Théodoreboeuf</c7><c8>97391</c8><c31>20141213</c31><c48>TN0000664</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
665,"<row id=""665"" xml:space=""preserve""><c1>C100665</c1><c2>Paul</c2><c3>Roche</c3><c5>8, chemin Emmanuel Weiss</c5><c7>Saint MartineBourg</c7><c8>97431</c8><c31>20130930</c31><c48>TN0000665</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
666,"<row id=""666"" xml:space=""preserve""><c1>C100666</c1><c2>Corinne</c2><c3>Evrard</c3><c5>72, boulevard Martin Fournier</c5><c7>Bretonboeuf</c7><c8>90718</c8><c31>20100718</c31><c48>TN0000666</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
667,"<row id=""667"" xml:space=""preserve""><c1>C100667</c1><c2>Alex</c2><c3>Legros</c3><c5>avenue Timothée Dumont</c5><c7>Pasquierboeuf</c7><c8>81938</c8><c31>20231126</c31><c48>TN0000667</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
668,"<row id=""668"" xml:space=""preserve""><c1>C100668</c1><c2>Pénélope</c2><c3>Lambert</c3><c5>35, avenue Morel</c5><c7>Briandboeuf</c7><c8>50621</c8><c31>20250510</c31><c48>TN0000668</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
669,"<row id=""669"" xml:space=""preserve""><c1>C100669</c1><c2>Camille</c2><c3>Berthelot</c3><c5>95, rue Lucy Dumont</c5><c7>Marchand</c7><c8>76905</c8><c31>20250502</c31><c48>TN0000669</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
670,"<row id=""670"" xml:space=""preserve""><c1>C100670</c1><c2>Arnaude</c2><c3>Lacroix</c3><c5>4, avenue Chauvin</c5><c7>MarieBourg</c7><c8>16230</c8><c31>20060318</c31><c48>TN0000670</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
671,"<row id=""671"" xml:space=""preserve""><c1>C100671</c1><c2>Augustin</c2><c3>Roussel</c3><c5>2, rue de Barbe</c5><c7>Didier</c7><c8>48538</c8><c31>20090628</c31><c48>TN0000671</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
672,"<row id=""672"" xml:space=""preserve""><c1>C100672</c1><c2>Marcel</c2><c3>Fleury</c3><c5>74, rue de Arnaud</c5><c7>Delattre-sur-Marion</c7><c8>68512</c8><c31>20110504</c31><c48>TN0000672</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
673,"<row id=""673"" xml:space=""preserve""><c1>C100673</c1><c2>Alex</c2><c3>Humbert</c3><c5>46, rue Laurent</c5><c7>Sainte Anouk</c7><c8>43299</c8><c31>20131027</c31><c48>TN0000673</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
674,"<row id=""674"" xml:space=""preserve""><c1>C100674</c1><c2>William</c2><c3>Poulain</c3><c5>3, rue de Torres</c5><c7>Saint Dominiquenec</c7><c8>20461</c8><c31>20201114</c31><c48>TN0000674</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
675,"<row id=""675"" xml:space=""preserve""><c1>C100675</c1><c2>Alphonse</c2><c3>Auger</c3><c5>3, avenue Josette Marchand</c5><c7>Torres</c7><c8>39810</c8><c31>20061207</c31><c48>TN0000675</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
676,"<row id=""676"" xml:space=""preserve""><c1>C100676</c1><c2>Louise</c2><c3>Dubois</c3><c5>23, rue Lucas Lombard</c5><c7>Sainte Thomasnec</c7><c8>02364</c8><c31>20070714</c31><c48>TN0000676</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
677,"<row id=""677"" xml:space=""preserve""><c1>C100677</c1><c2>Marc</c2><c3>Turpin</c3><c5>boulevard de Bouchet</c5><c7>Mary-sur-Bonnet</c7><c8>61997</c8><c31>20210727</c31><c48>TN0000677</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
678,"<row id=""678"" xml:space=""preserve""><c1>C100678</c1><c2>Marguerite</c2><c3>Merle</c3><c5>avenue Devaux</c5><c7>Saint Antoinette</c7><c8>62626</c8><c31>20251023</c31><c48>TN0000678</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
679,"<row id=""679"" xml:space=""preserve""><c1>C100679</c1><c2>Nathalie</c2><c3>Breton</c3><c5>585, avenue Pruvost</c5><c7>Leclercq</c7><c8>14961</c8><c31>20251117</c31><c48>TN0000679</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
680,"<row id=""680"" xml:space=""preserve""><c1>C100680</c1><c2>Hélène</c2><c3>Blot</c3><c5>rue Brunet</c5><c7>Fernandes-la-Forêt</c7><c8>40662</c8><c31>20221127</c31><c48>TN0000680</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
681,"<row id=""681"" xml:space=""preserve""><c1>C100681</c1><c2>Jacqueline</c2><c3>Bailly</c3><c5>91, chemin Joly</c5><c7>Bourdon</c7><c8>97391</c8><c31>20190306</c31><c48>TN0000681</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
682,"<row id=""682"" xml:space=""preserve""><c1>C100682</c1><c2>Madeleine</c2><c3>Neveu</c3><c5>54, rue de Peltier</c5><c7>Seguin</c7><c8>72809</c8><c31>20170407</c31><c48>TN0000682</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
683,"<row id=""683"" xml:space=""preserve""><c1>C100683</c1><c2>Aurélie</c2><c3>Weiss</c3><c5>8, rue Legrand</c5><c7>Lebreton-sur-Mer</c7><c8>70636</c8><c31>20060611</c31><c48>TN0000683</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
684,"<row id=""684"" xml:space=""preserve""><c1>C100684</c1><c2>Franck</c2><c3>Baron</c3><c5>rue de Marchand</c5><c7>Sainte Thomas</c7><c8>84704</c8><c31>20150916</c31><c48>TN0000684</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
685,"<row id=""685"" xml:space=""preserve""><c1>C100685</c1><c2>David</c2><c3>Hardy</c3><c5>4, rue Texier</c5><c7>Gauthier</c7><c8>06247</c8><c31>20100524</c31><c48>TN0000685</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
686,"<row id=""686"" xml:space=""preserve""><c1>C100686</c1><c2>Eugène</c2><c3>Rodrigues</c3><c5>541, boulevard Picard</c5><c7>Henryboeuf</c7><c8>25922</c8><c31>20260214</c31><c48>TN0000686</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
687,"<row id=""687"" xml:space=""preserve""><c1>C100687</c1><c2>Isabelle</c2><c3>Lévêque</c3><c5>49, avenue Fischer</c5><c7>RémyVille</c7><c8>76830</c8><c31>20240508</c31><c48>TN0000687</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
688,"<row id=""688"" xml:space=""preserve""><c1>C100688</c1><c2>Camille</c2><c3>Gilles</c3><c5>86, rue Normand</c5><c7>Renard</c7><c8>06475</c8><c31>20080319</c31><c48>TN0000688</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
689,"<row id=""689"" xml:space=""preserve""><c1>C100689</c1><c2>Lucas</c2><c3>Moreno</c3><c5>51, rue Mathilde Carlier</c5><c7>DiazBourg</c7><c8>20710</c8><c31>20130603</c31><c48>TN0000689</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
690,"<row id=""690"" xml:space=""preserve""><c1>C100690</c1><c2>Thibaut</c2><c3>Pelletier</c3><c5>75, rue Matthieu Jacques</c5><c7>Saint AliceVille</c7><c8>45657</c8><c31>20190706</c31><c48>TN0000690</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
691,"<row id=""691"" xml:space=""preserve""><c1>C100691</c1><c2>Philippe</c2><c3>Rodrigues</c3><c5>70, rue Inès Langlois</c5><c7>Pottier</c7><c8>84309</c8><c31>20231118</c31><c48>TN0000691</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
692,"<row id=""692"" xml:space=""preserve""><c1>C100692</c1><c2>Josette</c2><c3>Martin</c3><c5>36, rue Ramos</c5><c7>Bernard-les-Bains</c7><c8>25276</c8><c31>20140502</c31><c48>TN0000692</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
693,"<row id=""693"" xml:space=""preserve""><c1>C100693</c1><c2>Simone</c2><c3>Hubert</c3><c5>58, chemin de Chauvet</c5><c7>Durand</c7><c8>74495</c8><c31>20200304</c31><c48>TN0000693</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
694,"<row id=""694"" xml:space=""preserve""><c1>C100694</c1><c2>Henri</c2><c3>Maillot</c3><c5>45, avenue de Diaz</c5><c7>Sainte Claude</c7><c8>04164</c8><c31>20220918</c31><c48>TN0000694</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
695,"<row id=""695"" xml:space=""preserve""><c1>C100695</c1><c2>Stéphanie</c2><c3>Guillet</c3><c5>11, boulevard Constance Fernandes</c5><c7>Meunier-sur-Maréchal</c7><c8>36492</c8><c31>20200113</c31><c48>TN0000695</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
696,"<row id=""696"" xml:space=""preserve""><c1>C100696</c1><c2>Suzanne</c2><c3>Grenier</c3><c5>970, boulevard de Monnier</c5><c7>Lefèvre-sur-Dias</c7><c8>69887</c8><c31>20110516</c31><c48>TN0000696</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
697,"<row id=""697"" xml:space=""preserve""><c1>C100697</c1><c2>Adrienne</c2><c3>Rolland</c3><c5>35, rue Bazin</c5><c7>Lopez-la-Forêt</c7><c8>17827</c8><c31>20070417</c31><c48>TN0000697</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
698,"<row id=""698"" xml:space=""preserve""><c1>C100698</c1><c2>Martine</c2><c3>Antoine</c3><c5>20, rue de Weiss</c5><c7>Sainte Élodie-sur-Mer</c7><c8>01969</c8><c31>20180303</c31><c48>TN0000698</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
699,"<row id=""699"" xml:space=""preserve""><c1>C100699</c1><c2>Nicole</c2><c3>Vallée</c3><c5>2, avenue de Benard</c5><c7>Techer</c7><c8>76270</c8><c31>20110508</c31><c48>TN0000699</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
700,"<row id=""700"" xml:space=""preserve""><c1>C100700</c1><c2>Maurice</c2><c3>Barre</c3><c5>880, rue Hoareau</c5><c7>Becker</c7><c8>43988</c8><c31>20070108</c31><c48>TN0000700</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
701,"<row id=""701"" xml:space=""preserve""><c1>C100701</c1><c2>Henriette</c2><c3>Techer</c3><c5>702, avenue de Lemonnier</c5><c7>Dubois</c7><c8>97231</c8><c31>20170518</c31><c48>TN0000701</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
702,"<row id=""702"" xml:space=""preserve""><c1>C100702</c1><c2>Patricia</c2><c3>Rossi</c3><c5>59, avenue de Joly</c5><c7>Sainte Suzannenec</c7><c8>17527</c8><c31>20091019</c31><c48>TN0000702</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
703,"<row id=""703"" xml:space=""preserve""><c1>C100703</c1><c2>Gabrielle</c2><c3>Jacob</c3><c5>5, rue Gay</c5><c7>Massenec</c7><c8>82549</c8><c31>20170518</c31><c48>TN0000703</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
704,"<row id=""704"" xml:space=""preserve""><c1>C100704</c1><c2>André</c2><c3>Picard</c3><c5>7, boulevard Hélène Vaillant</c5><c7>Lejeune-les-Bains</c7><c8>16800</c8><c31>20180508</c31><c48>TN0000704</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
705,"<row id=""705"" xml:space=""preserve""><c1>C100705</c1><c2>Margot</c2><c3>Benoit</c3><c5>26, avenue Duval</c5><c7>Chevalier-la-Forêt</c7><c8>17680</c8><c31>20211122</c31><c48>TN0000705</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
706,"<row id=""706"" xml:space=""preserve""><c1>C100706</c1><c2>Gabrielle</c2><c3>Neveu</c3><c5>143, avenue de Faivre</c5><c7>Gomes</c7><c8>29732</c8><c31>20070803</c31><c48>TN0000706</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
707,"<row id=""707"" xml:space=""preserve""><c1>C100707</c1><c2>Clémence</c2><c3>Regnier</c3><c5>68, rue Anaïs Regnier</c5><c7>Perrot</c7><c8>83586</c8><c31>20160130</c31><c48>TN0000707</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
708,"<row id=""708"" xml:space=""preserve""><c1>C100708</c1><c2>Aurélie</c2><c3>Gay</c3><c5>22, boulevard de Boutin</c5><c7>Sainte MichelleBourg</c7><c8>19161</c8><c31>20170828</c31><c48>TN0000708</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
709,"<row id=""709"" xml:space=""preserve""><c1>C100709</c1><c2>Julie</c2><c3>Gautier</c3><c5>42, boulevard de Faivre</c5><c7>Vincentboeuf</c7><c8>46187</c8><c31>20120625</c31><c48>TN0000709</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
710,"<row id=""710"" xml:space=""preserve""><c1>C100710</c1><c2>Diane</c2><c3>David</c3><c5>818, chemin de Hoarau</c5><c7>Lacroix</c7><c8>32267</c8><c31>20061227</c31><c48>TN0000710</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
711,"<row id=""711"" xml:space=""preserve""><c1>C100711</c1><c2>Roland</c2><c3>Gros</c3><c5>530, boulevard Gabriel Simon</c5><c7>Duhamel</c7><c8>16625</c8><c31>20180218</c31><c48>TN0000711</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
712,"<row id=""712"" xml:space=""preserve""><c1>C100712</c1><c2>Olivie</c2><c3>Guillaume</c3><c5>chemin Dijoux</c5><c7>LarocheVille</c7><c8>13712</c8><c31>20140505</c31><c48>TN0000712</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
713,"<row id=""713"" xml:space=""preserve""><c1>C100713</c1><c2>Adélaïde</c2><c3>Garnier</c3><c5>50, avenue Céline Bourgeois</c5><c7>Lombardboeuf</c7><c8>54596</c8><c31>20080922</c31><c48>TN0000713</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
714,"<row id=""714"" xml:space=""preserve""><c1>C100714</c1><c2>Aurélie</c2><c3>Morvan</c3><c5>22, boulevard Brigitte Rousseau</c5><c7>Becker</c7><c8>49409</c8><c31>20220122</c31><c48>TN0000714</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
715,"<row id=""715"" xml:space=""preserve""><c1>C100715</c1><c2>Monique</c2><c3>Marin</c3><c5>77, avenue Théophile Clément</c5><c7>Sainte Jacqueline</c7><c8>44484</c8><c31>20150529</c31><c48>TN0000715</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
716,"<row id=""716"" xml:space=""preserve""><c1>C100716</c1><c2>Christelle</c2><c3>Poulain</c3><c5>boulevard Mace</c5><c7>Marion</c7><c8>45711</c8><c31>20130401</c31><c48>TN0000716</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
